the_geom,name,distance_to_punggol,distance_to_yishun_east,distance_to_yishun_west
0101000020E61000009CA6CF0EB8F0594048A7AE7C96E7F53F,MINDEF CP,17101.37184454,12067.73469615,11752.55360226
0101000020E6100000EF54C03DCFF05940CF11F92EA5EEF53F,Blk 319,16892.58027309,11834.03424666,11513.96975732
0101000020E6100000AD872F1345F05940651BB803758AF53F,Opp Block 217,18754.60922299,14156.9790198,13938.13530195
0101000020E6100000C8D0B1834AF05940696E85B01A8BF53F,Blk 217,18713.74026329,14117.21304969,13898.9936945
0101000020E61000003291D26C1EF0594052EE3EC7478BF53F,Bt View Sec Sch,18983.94801809,14349.31268358,14119.64759467
0101000020E6100000C39FE1CD1AF059401E6B4606B98BF53F,Opp Bt View Sec Sch,19001.40501504,14361.39936592,14130.29769444
0101000020E61000008FE3874A23EF59407B87DBA161B1F53F,Aft LP 56,20177.94878434,15177.43851638,14846.53979525
0101000020E6100000F1D8CF6229EF5940ADC266800BB2F53F,Aft LP 59,20132.93005903,15132.71473966,14802.18671749
0101000020E61000007F68E6C935EF5940DE205A2BDA9CF53F,Aft LP 32,20255.1623344,15363.50340678,15060.53206261
0101000020E6100000CB9D996038EF5940D960E124CD9FF53F,Aft LP 37,20209.87872692,15305.61216581,14999.70283868
0101000020E6100000BADDCB7D72EF5940FEB8FDF2C9CAF53F,Aft LP 100,19445.09226263,14367.1239746,14020.1350461
0101000020E6100000DAC9E02879EF5940A374E95F92CAF53F,Aft Bt Batok West Ave 2,19403.98020695,14330.67581161,13985.25830283
0101000020E6100000A7B0524145EF59402CF52C08E5BDF53F,Aft LP 74,19847.97224707,14807.070322,14467.48703122
0101000020E6100000E754320054EF5940511212691BBFF53F,Aft LP 83,19742.61652865,14704.06232388,14365.82101444
0101000020E610000033DFC14F1CF059401F680586ACAEF53F,Bet Blks 536/537,18622.1013688,13794.62086377,13520.36438385
0101000020E61000005C3E92921EF059401BB96E4A79ADF53F,Blk 514,18619.8815291,13800.51106466,13528.33928656
0101000020E6100000DCF29194F4F059404BE48233F8BBF53F,Bef Summerhill,17125.99954888,12394.84208453,12159.38267439
0101000020E61000006FD40AD3F7F05940DBDB2DC901BBF53F,Hillview Green,17115.59609913,12393.0783848,12159.89891777
0101000020E6100000CC7D721420F159409679ABAE43B5F53F,Opp Symphony Hts,16924.43234572,12273.46984792,12060.16783763
0101000020E61000008639419B1CF15940340EF5BBB0B5F53F,Symphony Hts,16941.52538778,12284.69088595,12069.75146909
0101000020E6100000B8C83D5DDDEF5940643BDF4F8DD7F53F,Blk 334,18647.73742262,13565.90064408,13223.66426308
0101000020E6100000D9CEF753E3EF5940F7C9518028D8F53F,Opp Blk 336,18604.14809811,13522.62504445,13180.81404322
0101000020E61000008080B56AD7EF59408D800A4790CAF53F,Blk 324,18797.91265201,13778.53207366,13452.33270721
0101000020E6100000446FF1F09EEF5940DBF813950D2BF63F,Choa Chu Kang Int,18490.07414616,12992.33788982,12523.45952224
0101000020E6100000317898F6CDF059402CF52C08E5FDF53F,Opp The Linear,16779.34744164,11633.5113154,11289.44730598
0101000020E6100000020EA14ACDF059401D59F9653006F63F,The Linear,16721.54141868,11529.01554116,11171.67051767
0101000020E610000033A9A10DC0F0594071E481C8220DF63F,Sri Murugan Hill Tp,16758.41656392,11520.46822915,11148.99129591
0101000020E61000002F8B89CDC7F0594068757286E20EF63F,Aft Blk 185A,16695.35119866,11452.00235468,11079.48115478
0101000020E610000002B7EEE6A9F05940520E66136018F63F,Ten Mile Junction Stn,16828.18244979,11519.06522709,11124.76672099
0101000020E610000099B9C0E5B1F059400D1AFA27B818F63F,Opp Ten Mile Junction Stn,16773.23539099,11466.1304321,11072.97676104
0101000020E6100000B16D516683F05940DE21C5008926F63F,Aft Heavy Veh Pk,16995.58262423,11597.4250619,11172.81769785
0101000020E61000002D27A1F485F05940C6151747E526F63F,Opp Heavy Veh Pk,16976.53219181,11577.62397744,11152.92839324
0101000020E6100000CD76853E58F0594014D044D8F034F63F,Bef Yew Tee Flyover,17203.60217138,11720.67360673,11265.65539542
0101000020E61000000BD0B69A75F0594006F52D73BA2CF63F,Aft KJE Slip Rd,17051.99235881,11618.22774792,11181.24131655
0101000020E61000002026E1421EEF5940ED28CE514707F63F,Blk 464,19548.65871259,14159.830038,13720.57004786
0101000020E61000007EE02A4F20EF5940F5DBD7817306F63F,Opp Blk 464,19540.29340715,14155.65117952,13717.76339727
0101000020E6100000A14ACD1E68EF5940D1B1834A5C07F63F,Blk 296A,19060.34260735,13697.5772762,13269.45037634
0101000020E61000009FC893A46BEF5940C80BE9F01006F63F,Opp Blk 296A,19045.40162597,13689.65021102,13263.81858257
0101000020E61000003C4A253CA1EF594061C1FD800706F63F,Opp Former Keat Hong Camp,18692.33491502,13357.54162999,12940.54776938
0101000020E6100000CEA96400A8EF59408A56EE056605F63F,Former Keat Hong Camp,18651.91304041,13322.72312872,12907.74552304
0101000020E6100000E5284014CCEF5940F0BF95ECD808F63F,Aft Hong San Terr,18391.55426584,13061.12767016,12647.56023929
0101000020E61000004AF1F109D9EF5940BD546CCCEB08F63F,Opp Hong San Terr,18305.69044605,12980.27894678,12568.88533584
0101000020E61000001407D0EFFBEF5940E0490B975518F63F,Opp Blk 203,17977.60932192,12594.10644011,12166.63293423
0101000020E6100000952C27A1F4EF5940946B0A647616F63F,Blk 204,18037.39285728,12659.77311864,12233.76563043
0101000020E6100000E658DE550FF05940D63BDC0E0D0BF63F,Blk 113,17934.0335837,12621.61218282,12217.01395792
0101000020E6100000BDAB1E300FF059405A457F68E609F63F,Opp Blk 113,17942.6682464,12635.76382089,12232.81628769
0101000020E6100000C2FC153257F05940519FE40E9B08F63F,Blk 26,17478.10513431,12210.85225775,11823.88462889
0101000020E6100000A9A0A2EA57F0594065E42CEC6907F63F,Opp Blk 26,17481.64028046,12220.82581761,11835.80167225
0101000020E6100000077E54C37EF059400FED6305BF0DF63F,Phoenix Stn,17182.89781291,11908.41754622,11521.76985393
0101000020E61000003CBF28417FF05940950ED6FF390CF63F,Opp Phoenix Stn,17190.06769503,11923.72988553,11539.53381707
0101000020E61000001D3C139A24F059402A8E03AF96FBF53F,Opp Bt Batok Fire Stn,17902.04958069,12676.01771576,12298.04387062
0101000020E6100000CDCEA2772AF0594035F0A31AF6FBF53F,Bt Batok Fire Stn,17860.97103748,12635.97919767,12258.64916818
0101000020E61000006022DE3AFFEF5940804754A86EEEF53F,Aft Bt Batok West Ave 5,18244.30361467,13065.51752806,12698.77757113
0101000020E610000016DA39CD02F0594005C58F3177EDF53F,Bef Bt Batok West Ave 5,18228.48146278,13056.41314904,12691.75441752
0101000020E6100000B4226AA2CFEF59409F91088D60E3F53F,Bef Bt Batok West Ave 5,18640.05712603,13491.60228722,13130.59430692
0101000020E6100000DB19A6B6D4EF5940A0C1A6CEA3E2F53F,Aft Bt Batok West Ave 5,18612.95695129,13470.82768611,13111.83393066
0101000020E6100000A14B38F416F159407842AF3F890FF63F,Opp Blk 171,16171.83012381,10968.90778922,10614.15645739
0101000020E6100000A301BC0512F159406CB07092E60FF63F,Blk 171,16201.5297871,10993.64476787,10637.05869438
0101000020E610000034130CE71AF159402E7590D78309F63F,Aft Petir Stn,16189.89698427,11024.20416038,10680.48538292
0101000020E6100000A165DD3F16F159407E6FD39FFD08F63F,Opp Petir Stn,16224.17648689,11058.68876183,10714.65262826
0101000020E6100000A65F22DE3AF15940DC68006F8104F63F,Blk 127,16019.43687461,10903.68273876,10576.69715168
0101000020E61000002EC72B103DF15940C748F6083503F63F,Bet Blks 139/140,16015.22702751,10908.73193315,10584.50728038
0101000020E610000062DA37F757F15940BEC117265305F63F,Opp Pending Stn,15823.7700031,10722.56138726,10402.17025897
0101000020E6100000058BC3995FF15940552FBFD36406F63F,Bef Pending Stn,15765.79541409,10663.24482732,10343.17009951
0101000020E6100000C32ADEC83CF15940158F8B6A1111F63F,Zhenghua Pr Sch,15913.12445996,10723.81726459,10376.10896533
0101000020E61000009B1C3EE944F15940B9FB1C1F2D0EF63F,Opp Zhenghua Pr Sch,15881.01481419,10713.87378532,10373.23976614
0101000020E61000000A12DBDD03F15940395E81E84919F63F,Opp Lompang Rd,16229.5918146,10960.74954269,10585.0146862
0101000020E61000006A6B44300EF159401C2444F98216F63F,Blk 174,16180.51211526,10932.83652499,10564.22937009
0101000020E61000005EDBDB2DC9F05940EAE8B81AD915F63F,Blk 604,16638.8074959,11358.45237683,10974.99742601
0101000020E6100000F8325184D4F059403ACB2C42B115F63F,Blk 183,16565.24786079,11291.50344393,10910.83335876
0101000020E6100000C90050C58DF159400FD4298F6E04F63F,Blk 270,15481.31495828,10423.80132572,10120.45170828
0101000020E6100000B8AF03E78CF159408EE6C8CA2F03F63F,Blk 223,15496.93916546,10446.71260858,10145.25801685
0101000020E6100000E4BB94BA64F059400D198F52090FF63F,Bet Blks 13/14,17345.3969051,12051.82159602,11657.83707756
0101000020E6100000A14ACD1E68F0594081E84999D410F63F,Blk 157,17311.1184976,12010.00257138,11613.95479417
0101000020E6100000A7B0524145F05940ACC612D6C618F63F,Blk 8,17490.00181675,12133.87904119,11718.92657569
0101000020E61000001C28F04E3EF059404F965AEF371AF63F,Blk 6,17526.99299267,12160.9704233,11742.53994633
0101000020E6100000A14B38F416F0594098512CB7B41AF63F,Opp Choa Chu Kang Polyclinic,17784.40258986,12400.27773773,11974.02147038
0101000020E6100000D1031F8315F05940D4EE5701BE1BF63F,Choa Chu Kang Polyclinic,17787.70021801,12398.13679254,11970.08982905
0101000020E6100000D87E32C687F1594087156EF9480AF63F,Opp Blk 271,15474.25113126,10375.37301118,10060.0635526
0101000020E61000002EAC1BEF8EF159402BDF3312A111F63F,Opp Blk 253,15371.90822705,10231.8603103,9905.66077237
0101000020E6100000F7AB00DF6DF159401B4982700514F63F,Opp Bangkit Stn,15570.5279583,10394.02472241,10054.29726804
0101000020E61000002B6B9BE271F15940A12DE7525C15F63F,Bangkit Stn,15534.60524643,10352.48980966,10011.4996404
0101000020E6100000E0490B9755F15940E509849D6215F63F,Blk 239,15719.78859037,10519.95600084,10171.3010494
0101000020E610000077F52A323AF159400C76C3B64519F63F,Blk 401A CP,15872.46543597,10633.60217602,10271.12345779
0101000020E6100000CA880B40A3F1594087E123624AE4F53F,Aft Chestnut Ave,15623.44217933,10792.58313136,10549.85873595
0101000020E6100000D8D2A3A99EF15940EB387EA834E2F53F,Bef Chestnut Ave,15672.34980009,10851.12630485,10610.27144929
0101000020E6100000E2CAD93BA3F15940A532C51C04DDF53F,Bef Dairy Farm Rd,15693.19597831,10910.52828339,10679.46034722
0101000020E61000004A46CEC29EF15940D7DAFB5415DAF53F,Aft Dairy Farm Rd,15750.17716804,10982.75844675,10754.85556441
0101000020E610000036E50AEF72F1594090C01F7EFEFBF53F,Blk 219,15723.76698243,10699.77660156,10402.87796732
0101000020E6100000C3BB5CC477F15940A435069D10FAF53F,Opp Blk 219,15708.57750222,10700.42162807,10408.19696086
0101000020E610000021E4BCFF8FF15940737FF5B86FF5F53F,Blk 202,15591.72573738,10632.18068019,10355.07771739
0101000020E61000000EF7915B93F1594074ECA012D7F1F53F,Opp Blk 201,15601.51504208,10668.02650253,10397.97770658
0101000020E6100000CFBF5DF6EBEF5940CE8AA8893E1FF63F,Aft Blk 202,18042.4737491,12621.28060251,12181.04543929
0101000020E6100000A7AE7C96E7EF594020EC14AB0621F63F,Opp Blk 210,18061.27574019,12630.48253055,12186.9438233
0101000020E6100000AD174339D1F059401C2444F98216F63F,Opp Blk 183,16581.4324921,11301.56847167,10918.82420128
0101000020E61000006E179AEB34F059409CF86A47710EF63F,Blk 108,17664.08560358,12351.64617561,11949.14848216
0101000020E6100000E76ED74B53F059407D5EF1D4230DF63F,Blk 25,17472.81581009,12180.70403312,11786.1033268
0101000020E61000005322895E46F05940D7F84CF6CF13F63F,Blk 9,17514.08242496,12182.82290178,11775.60400963
0101000020E6100000A35698BED7EF594075CAA31B6111F63F,Blk 239,18259.87072014,12894.55338513,12470.90552958
0101000020E6100000D2A6EA1ED9EF5940DE74CB0EF10FF63F,Opp Blks 237/239,18259.83006785,12901.70117138,12480.33949115
0101000020E6100000A10F96B1A1EF594075AC527AA617F63F,Blk 224,18579.36791159,13165.80085925,12724.46912231
0101000020E6100000871744A4A6EF5940D48041D2A715F63F,Blk 277,18558.46522293,13155.45316125,12717.68294739
0101000020E6100000EDF0D7648DEF5940465ED6C4021FF63F,Blk 352,18671.73271992,13219.46425574,12764.82128873
0101000020E61000007842AF3F89EF594069705B5B781EF63F,Blk 414,18702.30427346,13251.00642643,12796.49801932
0101000020E6100000F969DC9BDFEF5940F5BEF1B56716F63F,Blk 234,18176.81346075,12791.39400927,12361.88467741
0101000020E6100000DF8B2FDAE3EF59405B09DD257116F63F,Blk 206,18148.51002133,12764.53361866,12335.68817056
0101000020E610000018778368ADEF5940F04DD367071CF63F,Blk 223,18476.10096846,13047.35828434,12601.72805271
0101000020E61000009E5C5320B3EF594024B9FC87F41BF63F,Blk 220,18438.58848272,13012.13311732,12567.4983073
0101000020E61000006F2D93E178EF59407235B22B2D23F63F,Bet Blks 416/417,18785.24185989,13308.9946152,12845.64388474
0101000020E61000005EF3AACE6AEF59404D309C6B9821F63F,Blk 429A CP,18887.45723151,13413.51348217,12950.33492343
0101000020E61000006A16687748EF5940C4EA8F300C18F63F,Blk 426,19168.91129292,13723.9624471,13268.77856547
0101000020E61000009C6A2DCC42EF594031444E5FCF17F63F,Blk 442,19207.90175968,13762.14950908,13306.47802688
0101000020E61000009CDB847B65EF5940352905DD5E12F63F,Blk 289,19009.70022207,13598.23764351,13154.90190047
0101000020E6100000D367075C57EF59403D80457EFD10F63F,Blk 402,19111.50777022,13701.13127145,13257.53439792
0101000020E6100000C72DE6E786EF5940ECDB4944F817F63F,Blk 280,18755.07870373,13330.89612555,12884.99082876
0101000020E6100000DAC9E02879EF5940666B7D91D016F63F,Blk 410,18852.98799042,13429.13718203,12982.73538918
0101000020E610000075AC527AA6EF594007B7B585E725F63F,Opp Choa Chu Kang Stn,18467.06072554,12993.3499278,12532.79028384
0101000020E61000000CAF2479AEEF5940C571E0D57227F63F,Lot 1 Shoppers' Mall,18405.55219808,12927.74581216,12466.1849567
0101000020E6100000467C2766BDEF594099D9E731CA33F63F,Northvale Condo,18242.81608604,12717.39842478,12240.43675819
0101000020E6100000A3E8818FC1EF59409F008A912533F63F,Opp Northvale Condo,18218.18093998,12696.62388051,12221.1668666
0101000020E6100000A818E76F42EF594087A757CA3204F63F,Opp Blk 486,19329.24557407,13966.35751962,13536.55044468
0101000020E6100000D1402C9B39EF5940BED9E6C6F404F63F,Blk 483,19382.6786326,14013.32763905,13581.17483869
0101000020E6100000E5F21FD26FEF5940AC02B5183C0CF63F,Opp Blk 295,18978.74658339,13597.46134086,13163.98623816
0101000020E6100000F086342A70EF5940946A9F8EC70CF63F,Blk 295,18973.08569238,13589.54632768,13155.38930078
0101000020E6100000DA1D520C90EF59406ABDDF68C70DF63F,Blk 297D,18756.13382267,13379.84431027,12949.36737543
0101000020E61000003D47E4BB94EF5940B96FB54E5C0EF63F,Aft Blk 272,18721.53979959,13344.40090056,12913.87723138
0101000020E610000057B1F84D61EF594059FCA6B05201F63F,Blk 489A,19144.44711113,13805.70570636,13384.55822386
0101000020E6100000A0C552245FEF59409911DE1E8400F63F,Opp Blk 489A,19164.01672923,13828.00966518,13407.58759944
0101000020E61000003D27BD6F7CEF594030F31DFCC401F63F,Blk 490B,18962.81429489,13632.67312579,13215.34566406
0101000020E61000001EA7E8482EF15940D28E1B7E371DF63F,Blk 413,15924.20294467,10655.97902861,10283.72215834
0101000020E610000014AFB2B629F15940944DB9C2BB1CF63F,Blk 408,15957.50890955,10689.55728564,10317.01901793
0101000020E610000043C879FF1FF159408B6CE7FBA931F63F,Blk 516,15892.26029763,10503.24241042,10091.98360118
0101000020E6100000DDCEBEF220F15940D1782288F330F63F,Blk 506,15890.04070767,10505.30353693,10095.5074754
0101000020E61000005436ACA92CEF5940D61D8B6D5211F63F,Opp Concord Pr Sch,19392.41193335,13966.47855133,13516.22223973
0101000020E6100000008BFCFA21EF5940FD4B5299620EF63F,Blk 457,19480.64700958,14063.41238954,13615.46733065
0101000020E610000097C5C4E6E3F0594012178046E912F63F,Opp Bt Panjang Plaza,16483.01237695,11232.54259857,10859.93118426
0101000020E6100000F0DC7BB8E4F05940300DC347C414F63F,Bt Panjang Plaza,16464.94482066,11204.68598027,10829.21877108
0101000020E6100000651D8EAED2F059402FBFD364C61BF63F,Blk 602,16537.25810335,11229.78239926,10838.7476499
0101000020E6100000B743C362D4F059400586AC6EF51CF63F,Blk 541A CP,16518.39727325,11205.41106405,10812.8029308
0101000020E6100000DB4DF04DD3F05940FF9600FC532AF63F,Blk 617,16443.53547017,11059.56123168,10644.56161247
0101000020E6100000A01B9AB2D3F05940BD1AA034D428F63F,Blk 537A CP,16449.75017493,11073.74251318,10661.32396171
0101000020E61000008864C8B1F5F05940D712F241CF26F63F,Blk 532,16236.7220457,10886.77828204,10484.99284959
0101000020E6100000A7B1BD16F4F0594072F8A4130926F63F,Opp Blk 532,16252.06780546,10905.5297084,10504.70468338
0101000020E6100000382EE3A606F15940F9BD4D7FF623F63F,Bet Blks 502/503,16142.13978606,10815.72587564,10422.55379913
0101000020E61000009279E40F06F159400C772E8CF422F63F,Opp Blk 502,16152.35389632,10831.16783257,10439.58030229
0101000020E61000003D484F9143EF594022A64412BD0CF63F,Sunshine Pl,19268.27025208,13869.21220218,13428.32025095
0101000020E61000008E40BCAE5FF1594017F373435336F63F,Bef Blk 484,15442.88017706,10057.43366175,9652.24375772
0101000020E61000004B1DE4F560F15940C3D501107735F63F,Opp Blk 484,15439.28547727,10059.27294664,9655.96472714
0101000020E6100000B345D26EF4F05940B63176C24B30F63F,Opp Jelapang Stn,16189.30232387,10788.46616582,10370.25020321
0101000020E6100000C91CCBBBEAF059404A42226DE30FF63F,Opp Blk 180,16459.16259817,11229.16128808,10863.09859561
0101000020E61000009225732CEFF059403AE97DE36B0FF63F,Blk 180,16433.32929178,11208.39126948,10844.14525138
0101000020E6100000CFF8BEB854F15940C6FD47A64327F63F,Fajar Stn,15605.66987938,10300.4193471,9919.9305788
0101000020E61000009E094D124BF159409B75C6F7C525F63F,Opp Fajar Stn,15678.82770098,10377.04943348,9996.84487722
0101000020E6100000535BEA20AFF059407C0BEBC6BB23F63F,West View Pr Sch,16722.44144261,11356.77404748,10945.24148354
0101000020E61000007A6CCB80B3F0594084622B685A22F63F,Blk 610,16701.87688817,11345.24736868,10936.84990173
0101000020E6100000C6FCDCD094F05940B70BCD751A29F63F,Opp Blk 628,16865.16438381,11461.30229435,11035.90759895
0101000020E61000008A01124DA0F0594034D6FECEF628F63F,Blk 628,16789.76207887,11391.26721602,10968.31136607
0101000020E6100000168A743FA7F05940E0B9F770C931F63F,West Spring Sec Sch,16694.06710032,11254.44049401,10818.4542784
0101000020E6100000F9D85DA0A4F059405396218E7531F63F,Opp West Spring Sec Sch,16713.29088033,11274.27831203,10838.33650322
0101000020E61000008A929048DBF059404759BF99982EF63F,Blk 651,16365.9600622,10963.29221509,10542.77433467
0101000020E6100000F8FE06EDD5F059404A7CEE04FB2FF63F,Opp Blk 650,16393.71571918,10981.69183376,10557.76226504
0101000020E610000090696D1ADBF05940DA0242EBE10BF63F,Bt Panjang Stn,16589.96976473,11373.60645106,11010.37954736
0101000020E6100000FC6D4F90D8F059402BA1BB24CE0AF63F,Maysprings Condo,16614.31138393,11402.51358005,11040.42802825
0101000020E6100000DE550F9887F05940431D56B8E523F63F,Bt Panjang Temp Bus Pk,16983.2975816,11599.9579513,11180.34396275
0101000020E6100000B63176C24BF059408F34B8AD2D3CF63F,Aft Yew Tee Flyover,17250.87112035,11731.03607193,11262.69597384
0101000020E6100000A1478C9E5BF05940C828CFBC1C36F63F,Aft Yew Tee Flyover,17175.09167227,11687.88564208,11231.59598476
0101000020E61000000AA359D93EF059408DCF64FF3C4DF63F,Heavy Veh Pk,17261.21885924,11663.8629714,11167.10288755
0101000020E6100000E9D32AFA43F059404451A04FE449F63F,Opp Heavy Veh Pk,17240.77406181,11658.8508606,11168.00531544
0101000020E6100000ADA1D45E44F0594027124C35B356F63F,Yew Tee Ind Est,17187.11799258,11552.06699068,11041.37477815
0101000020E6100000E8853B1746F059406EC2BD326F55F63F,Opp Yew Tee Ind Est,17180.2860709,11550.76965938,11042.270208
0101000020E6100000A96C585359F05940FA0CA837A366F63F,Thong Huat Bros Pte Ltd,16991.75303443,11297.98676021,10765.02533864
0101000020E61000005FED28CE51F05940D811876C205DF63F,Opp Yew Tee Ind Est Blk 1,17073.58351435,11415.58507787,10896.59971278
0101000020E6100000EBE0606F62F05940D732198EE773F63F,Da Di Glass,16893.06186726,11151.28222516,10598.55966258
0101000020E6100000902DCBD765F05940BAA3FFE55A74F63F,Opp Da Di Glass,16868.88200655,11125.97617479,10572.90431624
0101000020E6100000CDAD105663F059405AD76839D083F63F,Opp Mandai Est,16852.24996488,11055.45965285,10478.11245033
0101000020E6100000BAC0E5B166F059409A780778D282F63F,Aft Mandai Est,16831.33752338,11038.20902119,10462.68758051
0101000020E6100000DBF7A8BF5EF05940FD885FB1868BF63F,Bef Mandai Rd,16870.44696328,11048.35141747,10458.8115276
0101000020E6100000CEE15AED61F059406347E350BF8BF63F,Aft Mandai Rd,16848.55876426,11026.05699167,10436.42903266
0101000020E6100000423F53AF5BF05940C0046EDDCD93F63F,Opp Mandai Rd,16880.25339599,11032.69609187,10430.42121092
0101000020E6100000397B67B455F05940F31B261AA4A0F63F,Opp Jln Bumbong,16909.69068199,11025.70827512,10404.04940373
0101000020E6100000C367EBE060F0594054C4E9245B9DF63F,Aft Jln Bumbong,16835.99867531,10961.49084949,10345.30356579
0101000020E61000008C9E5BE84AF05940F5F1D077B7B2F63F,Aft LP 234,16979.36734955,11050.67614954,10402.7006192
0101000020E610000031EBC5504EF0594095F3C5DE8BAFF63F,Bef Jln Bumbong,16955.84490553,11034.45860991,10391.05553541
0101000020E61000001E3526C45CF05940460C3B8C49BFF63F,Opp Kranji War Memorial,16863.84304454,10908.84550529,10244.04452348
0101000020E6100000CEE15AED61F059403F7100FDBEBFF63F,Kranji War Memorial,16829.14154671,10873.2627977,10207.96030711
0101000020E6100000BE6C3B6D8DF059408A75AA7CCFC8F63F,Opp S'pore Turf Club,16542.54479239,10569.60129142,9892.75221034
0101000020E610000076A6D0798DF05940CA8AE1EA00C8F63F,S'pore Turf Club,16541.28577931,10569.79542389,9894.05810717
0101000020E6100000D940BAD8B4F05940D7A205685BCDF63F,Opp Kranji Stn,16280.88970482,10299.73181896,9617.18403496
0101000020E6100000B56D1805C1F0594059C0046EDDCDF63F,Kranji Stn,16199.0282817,10216.89755089,9533.79902805
0101000020E610000067D13B1570F05940BDFF8F1326CCF63F,Aft Woodlands Rd,16745.757083,10767.18516559,10085.37755995
0101000020E61000008A73D4D171F059406BD5AE0969CDF63F,Bef Woodlands Rd,16735.64487508,10754.9528053,10071.48782687
0101000020E61000002975C93846F05940FFAECF9CF569F63F,Opp Multistates Trading,17110.76212642,11401.06089415,10860.75134775
0101000020E61000006138D73043F059408E76DCF0BB69F63F,Multistates Trading,17131.88670879,11422.51241209,10882.21411227
0101000020E6100000268BFB8F4CF05940F7393E5A9C71F63F,Opp Hiap Hin,17046.83196169,11310.07316008,10758.63482237
0101000020E6100000516C054D4BF05940E350BF0B5B73F63F,Hiap Hin,17050.89518553,11307.68820049,10753.43078369
0101000020E61000009835B1C057F0594040A19E3E027FF63F,Aft Railway Crossing,16940.04352239,11157.99118031,10587.00658212
0101000020E6100000ECF7C43A55F05940BD5301F73C7FF63F,Bef Railway Crossing,16956.66694174,11173.54337791,10601.97773329
0101000020E6100000425BCEA5B8F0594023BF7E880D96F63F,Opp Mandai CD Trg Village,16246.84294534,10399.42890814,9800.3937482
0101000020E6100000F19C2D20B4F059401F10E84CDA94F63F,Mandai CD Trg Village,16278.87179683,10434.83939418,9837.37893586
0101000020E6100000247F30F0DCF05940632992AF0492F63F,Opp Mandai Police Trg Camp,16005.38808357,10173.88825209,9584.34338245
0101000020E61000006DE179A9D8F0594054008C67D090F63F,Mandai Police Trg Camp,16035.98534861,10208.05967905,9620.14150462
0101000020E61000007B9FAA4203F159409241EE224C91F63F,Opp Police Tactical Trg Camp,15746.35101037,9920.85684002,9335.90338432
0101000020E610000069519FE40EF159408448861C5B8FF63F,Police Tactical Trg Camp,15670.14981992,9852.50443116,9271.97491301
0101000020E61000009C36E33444F15940C6504EB4AB90F63F,Bef BKE,15306.65437679,9490.02871236,8912.4366808
0101000020E61000007D7A6CCB80F05940F41ABB44F596F63F,Aft Woodlands Rd,16624.96673781,10770.72140947,10166.22462698
0101000020E61000007C46223482F059409B92ACC3D195F63F,Bef Woodlands Rd,16616.60097116,10765.8437507,10163.19385943
0101000020E6100000A16AF46A80EF59404D86E3F90C28F63F,Blk 432,18709.13833807,13214.90767552,12745.91470555
0101000020E610000045B75ED383EF59406729594E4229F63F,Bet Blks 306/307,18680.12736377,13181.89925531,12711.71277359
0101000020E610000067B4554964EF5940431F2C634337F63F,Opp Blk 511A,18822.13749516,13259.31302712,12765.77491594
0101000020E6100000593673486AEF594098E0D4079237F63F,Blk 511A,18780.58848052,13218.04326468,12724.83092455
0101000020E61000006BB8C83D5DEF594039252026E142F63F,Opp Kranji Sec Sch,18818.38546207,13209.70515532,12699.55365242
0101000020E610000020D4450A65EF5940D671FC506944F63F,Blk 523,18759.69759153,13146.98057072,12635.63878083
0101000020E61000008F6D197096EF5940E527D53E1D4FF63F,Blk 551,18385.5266727,12743.23773337,12222.71886035
0101000020E61000005E81E84999EF5940FC8F4C874E4FF63F,Blk 544,18365.62636327,12723.1920024,12202.72290559
0101000020E6100000B7B8C667B2EF59403C873254C554F63F,Blk 560,18176.49529426,12518.7536928,11993.38466519
0101000020E61000003849F3C7B4EF594097E315889E54F63F,Blk 563,18161.0478076,12504.32233654,11979.43170842
0101000020E6100000548F34B8ADEF594087FC3383F840F63F,Opp Blk 704,18286.72932206,12703.71449265,12205.88648384
0101000020E6100000DBDC989EB0EF594083E0F1ED5D43F63F,Blk 702,18256.94329521,12665.17387937,12164.30859064
0101000020E610000022C32ADEC8EF59403B18B14F0045F63F,Blk 708,18087.341039,12494.85305294,11994.70899827
0101000020E6100000BDE3141DC9EF5940FC8EE1B19F45F63F,Blk 754,18083.05648616,12488.15619217,11987.14595044
0101000020E61000002B6EDC627EEF594038BF61A2414AF63F,Blk 547,18565.94174088,12936.79726032,12420.32160185
0101000020E610000066868DB27EEF59404AECDADE6E49F63F,Blk 530,18567.09886036,12941.07878858,12425.77362089
0101000020E6100000863DEDF0D7EF59400D51853FC35BF63F,Yew Tee Stn,17899.34084872,12222.84440324,11691.59073608
0101000020E6100000AD342905DDEF59409B00C3F2E75BF63F,Opp Yew Tee Stn,17864.62863698,12188.53190531,11657.62769107
0101000020E6100000E068C70DBFEF59402F151BF33A62F63F,Blk 625,18046.35905854,12342.30992061,11799.17126838
0101000020E61000004966F50EB7EF594003EFE4D3635BF63F,Opp Blk 604A,18122.2150613,12441.18020503,11906.92719281
0101000020E61000007B82C476F7EF59406ABE4A3E7657F63F,Blk 634,17701.92884163,12047.60953726,11526.22688107
0101000020E61000008E075BECF6EF5940FF209221C756F63F,Blk 790,17708.02546618,12056.2188295,11535.78351157
0101000020E610000024D6E25300F05940CBBA7F2C4447F63F,Opp Blk 765,17705.70619814,12117.54264416,11621.32288502
0101000020E610000095490D6D00F059401AE1ED410848F63F,Blk 765,17701.80770007,12110.53705457,11613.18915088
